State	Up	Down	Left	Right	Policy
((3, 13), (2, 9))	-85.17	-118.39	-347.68	-92.06	UP
((3, 13), (2, 10))	-17.12	-16.82	-273.44	-16.90	DOWN
((3, 13), (2, 11))	-28.15	-29.62	-346.31	-28.35	UP
((3, 13), (3, 1))	-609.54	-592.71	-764.46	-606.72	DOWN
((3, 13), (3, 2))	-615.24	-613.08	-852.39	-613.80	DOWN
((3, 13), (3, 4))	-569.39	-581.01	-895.11	-575.07	UP
((3, 13), (3, 5))	-408.44	-399.76	-697.85	-405.25	DOWN
((3, 13), (3, 7))	-92.65	-91.33	-348.37	-98.44	DOWN
((3, 13), (3, 8))	-159.74	-135.42	-414.01	-165.45	DOWN
((3, 13), (3, 9))	-105.47	-103.49	-472.78	-115.68	DOWN
((3, 13), (3, 10))	-33.02	-38.35	-346.31	-33.61	UP
((3, 13), (4, 1))	-678.74	-655.57	-854.06	-669.43	DOWN
((3, 13), (4, 2))	-605.23	-603.26	-701.97	-605.17	DOWN
((3, 13), (4, 4))	-558.47	-562.13	-849.06	-557.97	RIGHT
((3, 13), (4, 5))	-254.82	-252.21	-729.77	-270.28	DOWN
((3, 13), (4, 6))	-251.74	-235.17	-728.33	-241.02	DOWN
((3, 13), (4, 7))	-111.07	-112.66	-528.49	-149.25	UP
((3, 13), (4, 8))	-102.10	-98.82	-527.44	-99.79	DOWN
((3, 13), (4, 9))	-142.98	-141.81	-574.66	-152.97	DOWN
((3, 13), (4, 10))	-77.55	-101.27	-346.31	-75.41	RIGHT
((4, 0), (1, 1))	-328.44	-772.99	-693.66	-717.44	UP
((4, 0), (1, 2))	-750.87	-749.72	-750.68	-750.40	DOWN
((4, 0), (1, 3))	-747.18	-747.45	-747.83	-747.93	UP
((4, 0), (1, 4))	-681.36	-681.12	-680.73	-681.22	LEFT
((4, 0), (1, 5))	-655.42	-654.99	-655.17	-654.12	RIGHT
((4, 0), (1, 8))	-8.12	-7.98	-7.99	-7.73	RIGHT
((4, 0), (1, 9))	-40.36	-39.44	-39.68	-40.77	DOWN
((4, 0), (2, 1))	-334.82	-766.62	-782.43	-695.91	UP
((4, 0), (2, 2))	-760.35	-759.98	-760.49	-759.98	DOWN
((4, 0), (2, 4))	-672.48	-672.14	-673.06	-672.90	DOWN
((4, 0), (2, 5))	-598.36	-598.68	-598.42	-598.22	RIGHT
((4, 0), (2, 8))	-67.17	-65.33	-67.34	-66.43	DOWN
((4, 0), (2, 9))	-50.57	-49.65	-49.40	-50.12	LEFT
((4, 0), (2, 10))	-5.55	-5.68	-5.21	-6.72	LEFT
((4, 0), (2, 11))	0.00	-1.90	-1.80	-1.70	UP
((4, 0), (3, 1))	-554.45	-460.59	-382.78	-343.87	RIGHT
((4, 0), (3, 2))	-773.70	-773.77	-773.50	-775.05	LEFT
((4, 0), (3, 4))	-665.44	-666.69	-664.90	-664.98	LEFT
((4, 0), (3, 5))	-498.13	-498.80	-497.79	-497.81	LEFT
((4, 0), (3, 7))	-67.10	-67.00	-67.44	-68.47	DOWN
((4, 0), (3, 8))	-61.85	-60.13	-61.27	-60.97	DOWN
((4, 0), (3, 9))	-60.84	-61.76	-61.13	-60.53	RIGHT
((4, 0), (3, 10))	-5.06	-4.78	-4.80	-6.09	DOWN
((4, 0), (4, 1))	-490.68	-360.65	-403.63	-792.07	DOWN
((4, 0), (4, 2))	-790.14	-790.32	-789.49	-791.07	LEFT
((4, 0), (4, 4))	-625.81	-625.14	-625.56	-624.96	RIGHT
((4, 0), (4, 5))	-455.94	-455.76	-456.34	-456.43	DOWN
((4, 0), (4, 6))	-280.34	-280.34	-279.53	-279.63	LEFT
((4, 0), (4, 7))	-97.99	-97.51	-97.26	-98.02	LEFT
((4, 0), (4, 8))	-102.49	-103.01	-102.65	-103.43	UP
((4, 0), (4, 9))	-80.43	-79.82	-78.83	-79.45	LEFT
((4, 0), (4, 10))	-56.30	-56.48	-56.50	-55.61	RIGHT
((4, 1), (1, 1))	-355.39	-772.04	-771.78	-770.63	UP
((4, 1), (1, 2))	-749.75	-749.59	-750.15	-744.95	RIGHT
((4, 1), (1, 3))	-746.56	-746.55	-746.44	-747.21	LEFT
((4, 1), (1, 4))	-680.13	-678.79	-679.11	-679.17	DOWN
((4, 1), (1, 5))	-654.79	-654.05	-654.11	-673.89	DOWN
((4, 1), (1, 8))	-9.81	-7.80	-7.96	-9.09	DOWN
((4, 1), (1, 9))	-39.79	-41.53	-40.56	-41.27	UP
((4, 1), (2, 1))	-347.65	-460.12	-413.69	-396.47	UP
((4, 1), (2, 2))	-761.74	-761.32	-761.13	-766.08	LEFT
((4, 1), (2, 4))	-671.78	-671.21	-671.73	-671.87	DOWN
((4, 1), (2, 5))	-598.25	-598.57	-598.92	-598.62	UP
((4, 1), (2, 8))	-65.21	-65.66	-66.67	-66.15	UP
((4, 1), (2, 9))	-50.97	-50.01	-50.50	-58.70	DOWN
((4, 1), (2, 10))	-5.26	-7.01	-5.82	-6.12	UP
((4, 1), (2, 11))	0.00	0.00	-1.80	-1.60	UP
((4, 1), (3, 1))	-332.20	-367.70	-364.56	-407.91	UP
((4, 1), (3, 2))	-783.68	-776.62	-776.79	-794.13	DOWN
((4, 1), (3, 4))	-665.42	-666.17	-666.20	-685.67	UP
((4, 1), (3, 5))	-498.86	-498.27	-498.83	-508.66	DOWN
((4, 1), (3, 7))	-68.63	-67.99	-67.59	-68.08	LEFT
((4, 1), (3, 8))	-61.39	-62.01	-61.86	-102.81	UP
((4, 1), (3, 9))	-61.81	-61.03	-60.59	-61.25	LEFT
((4, 1), (3, 10))	-5.09	-5.82	-6.34	-5.24	UP
((4, 1), (4, 2))	-786.17	-786.84	-785.66	-1011.73	LEFT
((4, 1), (4, 4))	-625.56	-625.22	-625.91	-630.56	DOWN
((4, 1), (4, 5))	-455.93	-456.94	-456.18	-460.81	UP
((4, 1), (4, 6))	-280.40	-279.55	-280.53	-318.49	DOWN
((4, 1), (4, 7))	-98.63	-97.71	-98.23	-110.75	DOWN
((4, 1), (4, 8))	-101.82	-104.43	-102.34	-103.35	UP
((4, 1), (4, 9))	-81.29	-80.63	-80.75	-81.55	DOWN
((4, 1), (4, 10))	-57.18	-56.43	-56.18	-72.83	LEFT
((4, 2), (1, 1))	-772.48	-773.27	-698.39	-982.05	LEFT
((4, 2), (1, 2))	-682.87	-745.52	-745.10	-959.75	UP
((4, 2), (1, 3))	-657.70	-758.98	-744.50	-935.88	UP
((4, 2), (1, 4))	-673.32	-678.48	-674.90	-935.88	UP
((4, 2), (1, 5))	-652.72	-659.54	-654.11	-978.20	UP
((4, 2), (1, 8))	-13.29	-8.71	-9.70	-101.70	DOWN
((4, 2), (1, 9))	-41.28	-40.49	-39.85	-275.61	LEFT
((4, 2), (2, 1))	-786.27	-778.33	-334.37	-993.49	LEFT
((4, 2), (2, 2))	-752.21	-751.90	-751.90	-973.89	DOWN
((4, 2), (2, 4))	-670.40	-669.15	-669.80	-967.19	DOWN
((4, 2), (2, 5))	-599.85	-625.35	-600.37	-925.04	UP
((4, 2), (2, 8))	-64.11	-63.89	-65.56	-192.85	DOWN
((4, 2), (2, 9))	-53.48	-53.65	-49.12	-275.07	LEFT
((4, 2), (2, 10))	-3.44	-5.85	-5.27	-101.50	UP
((4, 2), (2, 11))	-1.50	0.00	-1.70	0.00	DOWN
((4, 2), (3, 1))	-476.91	-461.23	-332.00	-1016.92	LEFT
((4, 2), (3, 2))	-711.93	-786.60	-769.08	-996.48	UP
((4, 2), (3, 4))	-672.63	-676.16	-654.00	-940.28	LEFT
((4, 2), (3, 5))	-483.70	-481.08	-481.87	-876.16	DOWN
((4, 2), (3, 7))	-65.92	-67.56	-66.45	-274.52	UP
((4, 2), (3, 8))	-60.92	-60.18	-61.61	-474.65	DOWN
((4, 2), (3, 9))	-61.08	-60.44	-60.80	-192.47	DOWN
((4, 2), (3, 10))	-4.57	-5.70	-4.65	-274.52	UP
((4, 2), (4, 1))	-813.39	-528.57	-813.43	-989.59	DOWN
((4, 2), (4, 4))	-616.16	-617.82	-615.54	-968.14	LEFT
((4, 2), (4, 5))	-450.43	-447.48	-450.48	-859.25	DOWN
((4, 2), (4, 6))	-301.04	-300.65	-271.59	-779.72	LEFT
((4, 2), (4, 7))	-92.16	-92.51	-93.60	-273.98	UP
((4, 2), (4, 8))	-101.15	-101.64	-100.19	-619.32	LEFT
((4, 2), (4, 9))	-81.83	-111.33	-80.98	-347.68	LEFT
((4, 2), (4, 10))	-53.00	-52.23	-52.69	-527.44	DOWN
((4, 4), (1, 1))	-708.66	-717.15	-982.05	-698.12	RIGHT
((4, 4), (1, 2))	-664.72	-666.16	-984.01	-665.79	UP
((4, 4), (1, 3))	-667.03	-688.94	-951.29	-670.18	UP
((4, 4), (1, 4))	-597.16	-620.92	-935.88	-598.89	UP
((4, 4), (1, 5))	-543.79	-623.62	-916.85	-618.22	UP
((4, 4), (1, 8))	-58.43	-57.93	-349.75	-60.35	DOWN
((4, 4), (1, 9))	-85.75	-86.11	-476.52	-86.62	UP
((4, 4), (1, 10))	-12.92	-14.80	-101.70	-13.90	UP
((4, 4), (1, 11))	-6.64	-16.36	-101.70	-6.84	UP
((4, 4), (1, 12))	-2.85	-1.87	-101.70	-3.31	DOWN
((4, 4), (2, 1))	-696.44	-695.50	-980.12	-695.96	DOWN
((4, 4), (2, 2))	-667.55	-666.04	-943.99	-665.66	RIGHT
((4, 4), (2, 4))	-595.26	-595.13	-915.05	-595.51	DOWN
((4, 4), (2, 5))	-504.67	-520.10	-925.04	-519.26	UP
((4, 4), (2, 8))	-111.89	-118.23	-475.59	-111.17	RIGHT
((4, 4), (2, 9))	-102.40	-102.44	-349.06	-106.94	UP
((4, 4), (2, 10))	-36.80	-59.60	-275.07	-39.94	UP
((4, 4), (2, 11))	-17.70	-17.45	-101.50	-18.42	DOWN
((4, 4), (3, 1))	-700.15	-711.50	-963.78	-690.75	RIGHT
((4, 4), (3, 2))	-691.59	-701.20	-967.19	-690.91	RIGHT
((4, 4), (3, 4))	-597.42	-598.79	-932.20	-599.00	UP
((4, 4), (3, 5))	-433.04	-431.66	-992.46	-432.20	DOWN
((4, 4), (3, 7))	-120.20	-135.44	-348.37	-136.14	UP
((4, 4), (3, 8))	-128.39	-132.62	-474.65	-131.80	UP
((4, 4), (3, 9))	-130.94	-132.41	-528.49	-131.53	UP
((4, 4), (3, 10))	-45.76	-45.81	-414.83	-48.39	UP
((4, 4), (4, 1))	-754.56	-736.16	-983.63	-735.94	RIGHT
((4, 4), (4, 2))	-703.95	-703.55	-981.70	-703.40	RIGHT
((4, 4), (4, 5))	109.58	107.04	-1011.00	273.87	RIGHT
((4, 4), (4, 6))	32.06	-28.96	-1010.30	193.62	RIGHT
((4, 4), (4, 7))	-180.05	-160.25	-802.84	189.64	RIGHT
((4, 4), (4, 8))	-174.10	-155.64	-619.32	-155.63	RIGHT
((4, 4), (4, 9))	-139.02	-136.63	-658.49	-137.92	DOWN
((4, 4), (4, 10))	-184.39	-153.67	-658.49	-156.03	DOWN
((4, 5), (1, 1))	-710.22	-691.65	-692.71	-690.68	RIGHT
((4, 5), (1, 2))	-668.63	-666.16	-665.69	-665.54	RIGHT
((4, 5), (1, 3))	-672.39	-664.39	-665.00	-690.10	DOWN
((4, 5), (1, 4))	-605.56	-605.03	-612.93	-615.28	DOWN
((4, 5), (1, 5))	-619.85	-619.52	-634.61	-643.14	DOWN
((4, 5), (1, 8))	-101.41	-91.71	-91.19	-91.44	LEFT
((4, 5), (1, 9))	-91.62	-92.41	-91.72	-93.36	UP
((4, 5), (1, 10))	-18.02	-17.25	-17.39	-18.86	DOWN
((4, 5), (1, 11))	-8.39	-9.57	-8.52	-8.92	UP
((4, 5), (1, 12))	-3.92	-4.82	-4.50	-3.35	RIGHT
((4, 5), (2, 1))	-698.85	-695.79	-695.56	-694.14	RIGHT
((4, 5), (2, 2))	-660.07	-659.94	-662.29	-657.01	RIGHT
((4, 5), (2, 4))	-599.61	-596.25	-595.79	-604.84	LEFT
((4, 5), (2, 5))	-528.78	-518.91	-518.63	-522.64	LEFT
((4, 5), (2, 8))	-120.77	-121.09	-145.64	-142.51	UP
((4, 5), (2, 9))	-132.77	-125.72	-117.99	-140.74	LEFT
((4, 5), (2, 10))	-70.06	-59.81	-56.20	-60.46	LEFT
((4, 5), (2, 11))	-21.26	-20.89	-21.05	-20.49	RIGHT
((4, 5), (3, 1))	-694.47	-694.01	-693.11	-693.19	LEFT
((4, 5), (3, 2))	-690.01	-689.69	-710.11	-688.65	RIGHT
((4, 5), (3, 4))	-620.57	-617.98	-609.20	-616.58	LEFT
((4, 5), (3, 5))	-456.03	-431.49	-482.58	-444.81	DOWN
((4, 5), (3, 7))	-163.55	-143.61	-141.40	-144.35	LEFT
((4, 5), (3, 8))	-157.21	-136.41	-136.49	-136.40	RIGHT
((4, 5), (3, 9))	-123.76	-137.26	-135.99	-162.34	UP
((4, 5), (3, 10))	-95.39	-84.78	-89.71	-84.15	RIGHT
((4, 5), (4, 1))	-736.85	-735.26	-745.18	-731.46	RIGHT
((4, 5), (4, 2))	-700.60	-700.72	-699.82	-700.11	LEFT
((4, 5), (4, 4))	-610.09	-598.40	-1005.56	-620.04	DOWN
((4, 5), (4, 6))	-93.00	45.75	93.54	182.58	RIGHT
((4, 5), (4, 7))	67.99	107.80	0.22	319.76	RIGHT
((4, 5), (4, 8))	-200.25	-144.97	-156.91	267.20	RIGHT
((4, 5), (4, 9))	-140.55	-147.28	-193.71	-194.25	UP
((4, 5), (4, 10))	-175.03	-161.94	-158.12	-211.14	LEFT
((4, 6), (1, 1))	-963.51	-681.16	-682.31	-680.43	RIGHT
((4, 6), (1, 2))	-967.57	-657.83	-656.62	-657.32	LEFT
((4, 6), (1, 3))	-971.00	-654.71	-654.96	-654.39	RIGHT
((4, 6), (1, 4))	-957.86	-578.56	-577.85	-578.58	LEFT
((4, 6), (1, 5))	-949.42	-607.06	-608.82	-607.48	DOWN
((4, 6), (1, 8))	-274.52	-87.82	-88.55	-87.82	DOWN
((4, 6), (1, 9))	-528.49	-101.30	-99.38	-99.63	LEFT
((4, 6), (1, 10))	-274.52	-24.22	-24.80	-26.37	DOWN
((4, 6), (1, 11))	-192.47	-13.87	-12.89	-15.58	LEFT
((4, 6), (1, 12))	-101.30	-7.64	-7.70	-8.34	DOWN
((4, 6), (1, 13))	0.00	0.00	-1.50	0.00	UP
((4, 6), (2, 1))	-896.87	-683.60	-684.04	-684.13	DOWN
((4, 6), (2, 2))	-987.51	-627.10	-627.04	-624.73	RIGHT
((4, 6), (2, 4))	-949.42	-576.61	-577.64	-577.16	DOWN
((4, 6), (2, 5))	-913.24	-493.32	-493.35	-494.01	DOWN
((4, 6), (2, 8))	-527.44	-126.40	-126.56	-127.66	DOWN
((4, 6), (2, 9))	-473.71	-121.86	-122.37	-121.50	RIGHT
((4, 6), (2, 10))	-347.68	-61.86	-61.41	-64.16	LEFT
((4, 6), (2, 11))	-273.98	-26.82	-25.88	-26.75	LEFT
((4, 6), (3, 1))	-984.01	-686.40	-686.26	-685.54	RIGHT
((4, 6), (3, 2))	-973.89	-682.51	-681.76	-681.33	RIGHT
((4, 6), (3, 4))	-974.35	-614.31	-613.95	-613.63	RIGHT
((4, 6), (3, 5))	-900.38	-411.20	-409.07	-409.46	LEFT
((4, 6), (3, 7))	-724.03	-147.50	-146.79	-199.92	LEFT
((4, 6), (3, 8))	-618.09	-134.34	-135.36	-136.68	DOWN
((4, 6), (3, 9))	-413.20	-139.37	-142.03	-108.82	RIGHT
((4, 6), (3, 10))	-413.20	-79.59	-78.75	-80.37	LEFT
((4, 6), (4, 1))	-1008.02	-718.71	-719.18	-717.66	RIGHT
((4, 6), (4, 2))	-951.29	-695.55	-695.05	-695.24	LEFT
((4, 6), (4, 4))	-959.98	-587.69	-588.82	-586.04	RIGHT
((4, 6), (4, 5))	-859.25	-351.16	-412.30	-350.65	RIGHT
((4, 6), (4, 7))	-1009.00	181.40	220.57	339.90	RIGHT
((4, 6), (4, 8))	-999.21	109.90	78.86	307.66	RIGHT
((4, 6), (4, 9))	-801.26	-102.10	-140.23	275.88	RIGHT
((4, 6), (4, 10))	-724.03	-156.01	-155.53	-155.47	RIGHT
((4, 7), (1, 1))	-673.07	-673.67	-698.31	-674.34	UP
((4, 7), (1, 2))	-652.68	-652.28	-651.53	-650.93	RIGHT
((4, 7), (1, 3))	-645.79	-646.67	-648.87	-645.61	RIGHT
((4, 7), (1, 4))	-579.57	-581.24	-602.58	-580.86	UP
((4, 7), (1, 5))	-621.76	-605.35	-619.03	-605.78	DOWN
((4, 7), (1, 8))	-148.79	-100.21	-111.82	-101.18	DOWN
((4, 7), (1, 9))	-74.40	-119.72	-148.29	183.29	RIGHT
((4, 7), (1, 10))	-29.87	-30.89	-29.93	-31.23	UP
((4, 7), (1, 11))	-24.32	-24.95	-32.00	-25.35	UP
((4, 7), (1, 12))	-18.65	-18.31	-17.80	-18.19	LEFT
((4, 7), (1, 13))	0.00	0.00	-1.40	0.00	UP
((4, 7), (2, 1))	-678.04	-679.02	-677.90	-679.33	LEFT
((4, 7), (2, 2))	-648.57	-627.32	-627.57	-627.85	DOWN
((4, 7), (2, 4))	-605.94	-577.39	-577.17	-576.71	RIGHT
((4, 7), (2, 5))	-523.76	-501.27	-516.64	-500.64	RIGHT
((4, 7), (2, 8))	-143.23	-143.78	-163.57	-143.68	UP
((4, 7), (2, 9))	-155.35	-139.27	-151.24	-43.96	RIGHT
((4, 7), (2, 10))	-67.03	-66.70	-66.74	-67.46	DOWN
((4, 7), (2, 11))	-30.08	-30.13	-30.60	-30.83	UP
((4, 7), (3, 1))	-691.19	-680.44	-681.44	-680.31	RIGHT
((4, 7), (3, 2))	-677.03	-678.41	-685.84	-677.56	UP
((4, 7), (3, 4))	-631.52	-612.74	-613.13	-612.37	RIGHT
((4, 7), (3, 5))	-455.64	-416.16	-458.10	-415.40	RIGHT
((4, 7), (3, 7))	-778.94	-151.81	-150.93	-151.50	LEFT
((4, 7), (3, 8))	-169.29	-155.81	-219.09	-155.94	DOWN
((4, 7), (3, 9))	-178.05	-137.57	-144.43	309.93	RIGHT
((4, 7), (3, 10))	-110.94	-91.17	-117.96	-91.49	DOWN
((4, 7), (4, 1))	-720.86	-715.95	-716.69	-716.39	DOWN
((4, 7), (4, 2))	-702.86	-691.74	-700.61	-692.16	DOWN
((4, 7), (4, 4))	-608.74	-596.89	-595.57	-596.67	LEFT
((4, 7), (4, 5))	-349.12	-349.05	-349.20	-348.58	RIGHT
((4, 7), (4, 6))	-293.30	-268.11	-276.26	-268.27	DOWN
((4, 7), (4, 8))	241.36	254.36	216.71	389.91	RIGHT
((4, 7), (4, 9))	258.70	269.36	180.91	329.84	RIGHT
((4, 7), (4, 10))	-165.87	-162.45	-226.65	-162.19	RIGHT
((4, 8), (1, 1))	-668.61	-668.84	-668.31	-668.12	RIGHT
((4, 8), (1, 2))	-642.51	-643.51	-643.43	-643.64	UP
((4, 8), (1, 3))	-640.14	-639.45	-640.50	-639.26	RIGHT
((4, 8), (1, 4))	-574.63	-574.59	-575.91	-574.86	DOWN
((4, 8), (1, 5))	-600.18	-601.02	-599.87	-600.14	LEFT
((4, 8), (1, 8))	-102.51	-103.45	-103.19	-103.46	UP
((4, 8), (1, 9))	279.12	-1.62	-22.24	133.73	UP
((4, 8), (1, 10))	-36.01	-35.42	-35.10	-35.02	RIGHT
((4, 8), (1, 11))	-29.52	-29.86	-29.86	-29.22	RIGHT
((4, 8), (1, 12))	-21.94	-21.61	-21.69	-22.07	DOWN
((4, 8), (2, 1))	-677.15	-675.08	-675.26	-676.43	DOWN
((4, 8), (2, 2))	-622.60	-622.99	-622.87	-622.85	UP
((4, 8), (2, 4))	-571.78	-572.27	-571.78	-571.69	RIGHT
((4, 8), (2, 5))	-494.38	-496.66	-494.68	-495.42	UP
((4, 8), (2, 8))	-149.18	-148.33	-148.14	-148.20	LEFT
((4, 8), (2, 9))	-11.05	-141.08	-136.20	298.16	RIGHT
((4, 8), (2, 10))	-71.79	-71.34	-70.94	-71.13	LEFT
((4, 8), (2, 11))	-35.23	-35.20	-35.37	-34.91	RIGHT
((4, 8), (3, 1))	-673.20	-674.92	-674.52	-674.06	UP
((4, 8), (3, 2))	-672.59	-672.53	-672.69	-672.78	DOWN
((4, 8), (3, 4))	-606.58	-607.38	-607.01	-606.75	UP
((4, 8), (3, 5))	-414.48	-413.89	-416.17	-414.02	DOWN
((4, 8), (3, 7))	-166.54	-150.21	-150.82	-150.06	RIGHT
((4, 8), (3, 8))	-156.10	-156.23	-156.23	-156.84	UP
((4, 8), (3, 9))	266.58	276.90	214.74	355.57	RIGHT
((4, 8), (3, 10))	-91.76	-91.41	-93.84	-90.67	RIGHT
((4, 8), (4, 1))	-710.29	-710.48	-711.48	-710.82	UP
((4, 8), (4, 2))	-687.83	-687.47	-688.48	-688.22	DOWN
((4, 8), (4, 4))	-595.40	-595.52	-597.30	-595.75	UP
((4, 8), (4, 5))	-345.23	-345.59	-345.26	-344.72	RIGHT
((4, 8), (4, 6))	-265.83	-265.89	-266.14	-266.37	UP
((4, 8), (4, 7))	-166.99	-167.28	-178.88	-168.26	UP
((4, 8), (4, 9))	256.29	416.29	277.55	214.69	DOWN
((4, 8), (4, 10))	-162.47	82.64	-162.91	-168.46	DOWN
((4, 9), (1, 1))	-662.87	-663.71	-664.80	-663.11	UP
((4, 9), (1, 2))	-638.70	-638.15	-639.66	-646.79	DOWN
((4, 9), (1, 3))	-635.96	-635.39	-635.76	-647.08	DOWN
((4, 9), (1, 4))	-569.55	-568.94	-569.40	-569.78	DOWN
((4, 9), (1, 5))	-596.27	-598.14	-597.10	-595.91	RIGHT
((4, 9), (1, 8))	-102.87	-103.67	-103.14	-112.51	UP
((4, 9), (1, 9))	267.72	86.04	249.53	146.02	UP
((4, 9), (1, 10))	-36.81	-37.64	-38.21	-36.75	RIGHT
((4, 9), (1, 11))	-32.52	-31.63	-31.97	-37.05	DOWN
((4, 9), (1, 12))	-24.35	-23.35	-23.72	-24.37	DOWN
((4, 9), (1, 13))	-1.00	-1.20	0.00	0.00	LEFT
((4, 9), (2, 1))	-673.66	-672.71	-674.10	-673.28	DOWN
((4, 9), (2, 2))	-618.84	-619.00	-618.47	-619.18	LEFT
((4, 9), (2, 4))	-566.20	-566.15	-566.05	-566.55	LEFT
((4, 9), (2, 5))	-492.03	-492.81	-492.84	-516.89	UP
((4, 9), (2, 8))	-148.42	-148.01	-147.60	-210.12	LEFT
((4, 9), (2, 9))	410.47	251.01	219.36	257.43	UP
((4, 9), (2, 10))	97.18	-72.49	-72.85	-74.81	UP
((4, 9), (2, 11))	-37.52	-37.15	-36.88	-37.30	LEFT
((4, 9), (3, 1))	-668.87	-669.45	-668.32	-669.31	LEFT
((4, 9), (3, 2))	-669.45	-667.97	-667.81	-669.13	LEFT
((4, 9), (3, 4))	-603.58	-604.54	-603.64	-604.33	UP
((4, 9), (3, 5))	-411.21	-410.19	-411.88	-410.09	RIGHT
((4, 9), (3, 7))	-149.52	-149.32	-149.38	-181.89	DOWN
((4, 9), (3, 8))	-154.46	-154.62	-154.00	-154.64	LEFT
((4, 9), (3, 9))	521.66	283.98	291.65	264.34	UP
((4, 9), (3, 10))	-150.03	-92.88	-91.68	449.55	RIGHT
((4, 9), (4, 1))	-708.80	-708.27	-707.76	-723.47	LEFT
((4, 9), (4, 2))	-684.33	-684.87	-684.54	-705.36	UP
((4, 9), (4, 4))	-594.28	-594.26	-593.64	-618.25	LEFT
((4, 9), (4, 5))	-350.87	-344.38	-344.45	-345.35	DOWN
((4, 9), (4, 6))	-263.33	-264.23	-263.97	-286.25	UP
((4, 9), (4, 7))	-166.19	-166.92	-166.28	-182.44	UP
((4, 9), (4, 8))	-159.63	-159.63	-159.78	-197.96	DOWN
((4, 9), (4, 10))	-32.17	416.72	-59.27	-998.25	DOWN
((4, 10), (1, 1))	-655.37	-657.66	-657.06	-857.39	UP
((4, 10), (1, 2))	-625.45	-648.27	-624.56	-945.08	LEFT
((4, 10), (1, 3))	-635.33	-633.94	-635.50	-764.46	DOWN
((4, 10), (1, 4))	-562.10	-563.12	-562.19	-911.06	UP
((4, 10), (1, 5))	-588.70	-588.65	-587.56	-665.00	LEFT
((4, 10), (1, 8))	-83.34	-84.49	-83.56	-475.59	UP
((4, 10), (1, 9))	-57.88	-108.34	278.58	-659.79	LEFT
((4, 10), (1, 10))	-37.50	-59.51	-37.58	-273.98	UP
((4, 10), (1, 11))	-32.21	-41.56	-32.94	-100.90	UP
((4, 10), (1, 12))	-25.14	-24.70	-24.93	-100.90	DOWN
((4, 10), (1, 13))	0.00	0.00	0.00	-100.90	UP
((4, 10), (2, 1))	-671.52	-671.56	-673.03	-925.86	UP
((4, 10), (2, 2))	-626.76	-615.24	-616.99	-886.54	DOWN
((4, 10), (2, 4))	-557.89	-558.10	-557.82	-810.79	LEFT
((4, 10), (2, 5))	-477.40	-477.09	-478.56	-830.18	DOWN
((4, 10), (2, 8))	-139.52	-138.94	-138.44	-695.11	LEFT
((4, 10), (2, 9))	-6.86	-119.74	333.22	-619.32	LEFT
((4, 10), (2, 10))	-76.87	-70.65	-43.64	-273.44	LEFT
((4, 10), (2, 11))	-35.81	-36.59	-36.67	-412.38	UP
((4, 10), (3, 1))	-667.30	-668.45	-668.47	-912.85	UP
((4, 10), (3, 2))	-667.35	-678.53	-666.99	-833.44	LEFT
((4, 10), (3, 4))	-602.85	-602.07	-601.91	-881.35	LEFT
((4, 10), (3, 5))	-404.48	-406.93	-404.32	-784.34	LEFT
((4, 10), (3, 7))	-157.97	-144.47	-144.32	-576.94	LEFT
((4, 10), (3, 8))	-162.41	-206.75	-155.34	-575.80	LEFT
((4, 10), (3, 9))	241.64	244.50	383.97	-996.92	LEFT
((4, 10), (3, 10))	617.87	38.10	287.83	-978.99	UP
((4, 10), (4, 1))	-700.54	-701.58	-699.76	-941.40	LEFT
((4, 10), (4, 2))	-678.25	-678.45	-678.76	-930.51	UP
((4, 10), (4, 4))	-588.13	-589.28	-588.60	-847.39	UP
((4, 10), (4, 5))	-355.18	-379.42	-346.58	-915.05	LEFT
((4, 10), (4, 6))	-241.57	-239.82	-242.15	-825.29	DOWN
((4, 10), (4, 7))	-137.11	-144.83	-140.49	-754.02	UP
((4, 10), (4, 8))	-149.92	-155.60	-150.49	-618.09	UP
((4, 10), (4, 9))	-132.63	361.79	-134.63	-616.87	DOWN
((4, 13), (1, 1))	-621.66	-622.13	-630.96	-620.52	RIGHT
((4, 13), (1, 2))	-591.65	-593.14	-737.66	-592.14	UP
((4, 13), (1, 3))	-561.35	-563.38	-668.26	-562.07	UP
((4, 13), (1, 4))	-513.00	-513.38	-763.71	-512.11	RIGHT
((4, 13), (1, 5))	-487.92	-486.09	-851.56	-494.08	DOWN
((4, 13), (1, 8))	-94.44	-93.11	-476.06	-93.01	RIGHT
((4, 13), (1, 9))	-73.79	-70.41	-274.79	-69.64	RIGHT
((4, 13), (1, 10))	-32.06	-30.79	-101.20	-31.91	DOWN
((4, 13), (1, 11))	-12.54	-11.77	-101.00	-12.04	DOWN
((4, 13), (1, 12))	-3.66	-4.38	-191.52	-3.59	RIGHT
((4, 13), (2, 1))	-612.37	-611.69	-737.66	-610.06	RIGHT
((4, 13), (2, 2))	-566.92	-563.14	-668.26	-562.69	RIGHT
((4, 13), (2, 4))	-476.31	-496.31	-811.58	-477.24	UP
((4, 13), (2, 5))	-499.55	-482.33	-624.83	-490.93	DOWN
((4, 13), (2, 8))	-120.36	-120.02	-415.24	-120.93	DOWN
((4, 13), (2, 9))	-61.11	-55.79	-474.18	-54.66	RIGHT
((4, 13), (2, 10))	-7.03	-6.20	-273.71	-6.59	DOWN
